rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,tooquick,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments
null,,color_black2,679709,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,683215,,,,black_plus_sign,,,null,object_06a.png,object_09c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,684068,,,,blue,,,null,object_06a.png,object_09c.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,684571,,,,blue,,,null,object_06a.png,object_09c.png,,,,,,,,,,,,,,,,,,,
1227,,rt_thecrossant_black2,685726,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black2,685829,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,689333,,,,black_plus_sign,,,null,object_06b.png,object_04a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,689758,,,,green,,,null,object_06b.png,object_04a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,690261,,,,green,,,null,object_06b.png,object_04a.png,,,,,,,,,,,,,,,,,,,
1505.7000000001863,,rt_thecrossant_black2,691846,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black2,691950,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,695455,,,,black_plus_sign,,,null,object_11a.png,object_02a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,695860,,,,green,,,null,object_11a.png,object_02a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,696363,,,,green,,,null,object_11a.png,object_02a.png,,,,,,,,,,,,,,,,,,,
586,,rt_thecrossant_black2,697967,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black2,698081,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,701587,,,,black_plus_sign,,,null,object_05c.png,object_06c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,702233,,,,green,,,null,object_05c.png,object_06c.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,702736,,,,green,,,null,object_05c.png,object_06c.png,,,,,,,,,,,,,,,,,,,
686.7999999998137,,rt_thecrossant_black2,704102,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black2,704207,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,707712,,,,black_plus_sign,,,null,object_14a.png,object_08c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,708515,,,,green,,,null,object_14a.png,object_08c.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,709018,,,,green,,,null,object_14a.png,object_08c.png,,,,,,,,,,,,,,,,,,,
1012,,rt_thecrossant_black2,710225,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black2,710328,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,713835,,,,black_plus_sign,,,null,object_02c.png,object_07a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,714922,,,,blue,,,null,object_02c.png,object_07a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,715425,,,,blue,,,null,object_02c.png,object_07a.png,,,,,,,,,,,,,,,,,,,
1039.5999999996275,,rt_thecrossant_black2,716345,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black2,716449,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,719953,,,,black_plus_sign,,,null,object_09a.png,object_04c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,720474,,,,blue,,,null,object_09a.png,object_04c.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,720976,,,,blue,,,null,object_09a.png,object_04c.png,,,,,,,,,,,,,,,,,,,
1529.6000000005588,,rt_thecrossant_black2,722463,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black2,722566,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,726071,,,,black_plus_sign,,,null,object_07c.png,object_14b.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,726985,,,,green,,,null,object_07c.png,object_14b.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,727488,,,,green,,,null,object_07c.png,object_14b.png,,,,,,,,,,,,,,,,,,,
729.2000000001863,,rt_thecrossant_black2,728583,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black2,728687,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,732192,,,,black_plus_sign,,,null,object_15a.png,object_04b.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,733048,,,,blue,,,null,object_15a.png,object_04b.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,733551,,,,blue,,,null,object_15a.png,object_04b.png,,,,,,,,,,,,,,,,,,,
1112.5,,rt_thecrossant_black2,734704,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black2,734809,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,738313,,,,black_plus_sign,,,null,object_13c.png,object_12c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,739045,,,,blue,,,null,object_13c.png,object_12c.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,739547,,,,blue,,,null,object_13c.png,object_12c.png,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black2,740834,,,,black_plus_sign,,,null,,,,,,,,,,1,,,,,,,,,,,
null,,color_black2,740937,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,744443,,,,black_plus_sign,,,null,object_08b.png,object_05a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,745451,,,,green,,,null,object_08b.png,object_05a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,745953,,,,green,,,null,object_08b.png,object_05a.png,,,,,,,,,,,,,,,,,,,
946.7000000001863,,rt_thecrossant_black2,746953,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black2,747057,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,750565,,,,black_plus_sign,,,null,object_10b.png,object_10a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,751635,,,,blue,,,null,object_10b.png,object_10a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,752138,,,,blue,,,null,object_10b.png,object_10a.png,,,,,,,,,,,,,,,,,,,
1189,,rt_thecrossant_black2,753078,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black2,753180,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,756687,,,,black_plus_sign,,,null,object_12a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,757410,,,,blue,,,null,object_12a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,757913,,,,blue,,,null,object_12a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
1831,,rt_thecrossant_black2,759199,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black2,759308,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,759412,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,
37213.09999999963,,intro_0,796627,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,
7105.100000000559,,directmemory_phase2,803735,,,,object_12a.png,,,50,,,0,,object_04a.png,object_12c.png,object_12b.png,object_12b.png,,0.75,,0,,,,,,,,,
5556.0999999996275,,directmemory_phase2,809298,,,,object_06b.png,,,51,,,1,,object_09c.png,object_15a.png,object_04a.png,object_04a.png,,0.7647058823529411,,1,,,,,,,,,
11545.099999999627,,directmemory_phase2,820849,,,,object_11c.png,,,50,,,1,,object_12c.png,object_09b.png,object_09c.png,object_09b.png,,0.7777777777777778,,1,,,,,,,,,
2740.9000000003725,,directmemory_phase2,823594,,,,object_07a.png,,,51,,,1,,object_09b.png,object_11b.png,object_02c.png,object_02c.png,,0.7894736842105263,,1,,,,,,,,,
2421.5999999996275,,directmemory_phase2,826022,,,,object_04c.png,,,49,,,1,,object_09a.png,object_06c.png,object_11c.png,object_09a.png,,0.8,,1,,,,,,,,,
3342.699999999255,,directmemory_phase2,829370,,,,object_05c.png,,,50,,,1,,object_05a.png,object_06c.png,object_04a.png,object_06c.png,,0.8095238095238095,,1,,,,,,,,,
4392.5999999996275,,directmemory_phase2,833766,,,,object_11a.png,,,51,,,1,,object_09a.png,object_11b.png,object_02a.png,object_02a.png,,0.8181818181818182,,1,,,,,,,,,
9934,,directmemory_phase2,843706,,,,object_11b.png,,,51,,,0,,object_11c.png,object_03b.png,object_04b.png,object_03b.png,,0.782608695652174,,0,,,,,,,,,
6467,,directmemory_phase2,850178,,,,object_10a.png,,,49,,,1,,object_10b.png,object_09c.png,object_04c.png,object_10b.png,,0.7916666666666666,,1,,,,,,,,,
3438,,directmemory_phase2,853621,,,,object_06a.png,,,49,,,1,,object_09c.png,object_03b.png,object_05a.png,object_09c.png,,0.8,,1,,,,,,,,,
3665.2000000001863,,directmemory_phase2,857293,,,,object_14b.png,,,49,,,1,,object_07c.png,object_09b.png,object_06a.png,object_07c.png,,0.8076923076923077,,1,,,,,,,,,
7663.5,,directmemory_phase2,864961,,,,object_08c.png,,,50,,,1,,object_05c.png,object_14a.png,object_04b.png,object_14a.png,,0.8148148148148148,,1,,,,,,,,,
3423.2999999998137,,directmemory_phase2,868389,,,,object_15a.png,,,51,,,1,,object_09b.png,object_11a.png,object_04b.png,object_04b.png,,0.8214285714285714,,1,,,,,,,,,
6676.5,,directmemory_phase2,875069,,,,object_12c.png,,,51,,,1,,object_08b.png,object_04c.png,object_13c.png,object_13c.png,,0.8275862068965517,,1,,,,,,,,,
7478.399999999441,,directmemory_phase2,882552,,,,object_05a.png,,,51,,,1,,object_02c.png,object_11a.png,object_08b.png,object_08b.png,,0.8333333333333334,,1,,,,,,,,,
null,,thebreak,882656,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,
30079.200000000186,,intro_0,912739,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,916258,,,,black_plus_sign,,,null,object_11b.png,object_03b.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,917106,,,,blue,,,null,object_11b.png,object_03b.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,917608,,,,blue,,,null,object_11b.png,object_03b.png,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black3,918770,,,,black_plus_sign,,,null,,,,,,,,,,NaN,,,,,,,,,,,
null,,color_black3,918875,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,922384,,,,black_plus_sign,,,null,object_04c.png,object_09a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,923045,,,,blue,,,null,object_04c.png,object_09a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,923548,,,,blue,,,null,object_04c.png,object_09a.png,,,,,,,,,,,,,,,,,,,
1046.8999999994412,,rt_thecrossant_black3,924915,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black3,925020,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,928524,,,,black_plus_sign,,,null,object_02a.png,object_11a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,929060,,,,blue,,,null,object_02a.png,object_11a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,929563,,,,blue,,,null,object_02a.png,object_11a.png,,,,,,,,,,,,,,,,,,,
803.9000000003725,,rt_thecrossant_black3,931034,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black3,931138,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,934641,,,,black_plus_sign,,,null,object_07a.png,object_02c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,935255,,,,blue,,,null,object_07a.png,object_02c.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,935761,,,,blue,,,null,object_07a.png,object_02c.png,,,,,,,,,,,,,,,,,,,
738.7000000001863,,rt_thecrossant_black3,937158,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black3,937262,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,940775,,,,black_plus_sign,,,null,object_13c.png,object_12c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,941481,,,,green,,,null,object_13c.png,object_12c.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,941985,,,,green,,,null,object_13c.png,object_12c.png,,,,,,,,,,,,,,,,,,,
896.5999999996275,,rt_thecrossant_black3,943287,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black3,943407,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,946917,,,,black_plus_sign,,,null,object_09b.png,object_11c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,947831,,,,blue,,,null,object_09b.png,object_11c.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,948335,,,,blue,,,null,object_09b.png,object_11c.png,,,,,,,,,,,,,,,,,,,
1087.4000000003725,,rt_thecrossant_black3,949435,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black3,949540,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,953047,,,,black_plus_sign,,,null,object_06a.png,object_09c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,953795,,,,blue,,,null,object_06a.png,object_09c.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,954308,,,,blue,,,null,object_06a.png,object_09c.png,,,,,,,,,,,,,,,,,,,
1128.300000000745,,rt_thecrossant_black3,955568,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black3,955672,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,959181,,,,black_plus_sign,,,null,object_08b.png,object_05a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,959618,,,,green,,,null,object_08b.png,object_05a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,960121,,,,green,,,null,object_08b.png,object_05a.png,,,,,,,,,,,,,,,,,,,
1621.2999999998137,,rt_thecrossant_black3,961691,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black3,961793,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,965306,,,,black_plus_sign,,,null,object_06b.png,object_04a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,966187,,,,blue,,,null,object_06b.png,object_04a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,966689,,,,blue,,,null,object_06b.png,object_04a.png,,,,,,,,,,,,,,,,,,,
657.2000000001863,,rt_thecrossant_black3,967814,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black3,967917,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,971424,,,,black_plus_sign,,,null,object_12a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,972165,,,,green,,,null,object_12a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,972668,,,,green,,,null,object_12a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
1243.8999999994412,,rt_thecrossant_black3,973935,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black3,974040,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,977549,,,,black_plus_sign,,,null,object_07c.png,object_14b.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,978653,,,,green,,,null,object_07c.png,object_14b.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,979156,,,,green,,,null,object_07c.png,object_14b.png,,,,,,,,,,,,,,,,,,,
1051.7999999998137,,rt_thecrossant_black3,980060,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black3,980164,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,983679,,,,black_plus_sign,,,null,object_10b.png,object_10a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,984388,,,,blue,,,null,object_10b.png,object_10a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,984892,,,,blue,,,null,object_10b.png,object_10a.png,,,,,,,,,,,,,,,,,,,
1426.5,,rt_thecrossant_black3,986195,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black3,986300,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,989805,,,,black_plus_sign,,,null,object_14a.png,object_08c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,990901,,,,green,,,null,object_14a.png,object_08c.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,991404,,,,green,,,null,object_14a.png,object_08c.png,,,,,,,,,,,,,,,,,,,
1031.2999999998137,,rt_thecrossant_black3,992318,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black3,992423,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,995939,,,,black_plus_sign,,,null,object_15a.png,object_04b.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,996660,,,,green,,,null,object_15a.png,object_04b.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,997175,,,,green,,,null,object_15a.png,object_04b.png,,,,,,,,,,,,,,,,,,,
1375,,rt_thecrossant_black3,998473,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black3,998578,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,1002084,,,,black_plus_sign,,,null,object_05c.png,object_06c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,1003011,,,,blue,,,null,object_05c.png,object_06c.png,,,,,,,,,,,,,,,,,,,
495,,rt_plussign_withcolor3,1003515,,,,blue,,,49,object_05c.png,object_06c.png,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black3,1004617,,,,black_plus_sign,,,null,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black3,1004721,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,1004827,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,
37220.200000000186,,intro_0,1042051,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,
2423,,directmemory_phase3,1044478,,,,object_06b.png,,,50,,,1,,object_11c.png,object_04a.png,object_06c.png,object_04a.png,,0.8387096774193549,,1,,,,,,,,,
6086.0999999996275,,directmemory_phase3,1050571,,,,object_05c.png,,,51,,,1,,object_04a.png,object_11c.png,object_06c.png,object_06c.png,,0.84375,,1,,,,,,,,,
9954.600000000559,,directmemory_phase3,1060529,,,,object_04c.png,,,51,,,0,,object_09a.png,object_10b.png,object_11a.png,object_09a.png,,0.8181818181818182,,0,,,,,,,,,
11621,,directmemory_phase3,1072154,,,,object_14b.png,,,49,,,1,,object_07c.png,object_04b.png,object_06b.png,object_07c.png,,0.8235294117647058,,1,,,,,,,,,
10971.300000000745,,directmemory_phase3,1083131,,,,object_08c.png,,,51,,,0,,object_14a.png,object_02c.png,object_11b.png,object_14a.png,,0.8,,0,,,,,,,,,
5047.9000000003725,,directmemory_phase3,1088183,,,,object_15a.png,,,51,,,1,,object_14a.png,object_14b.png,object_04b.png,object_04b.png,,0.8055555555555556,,1,,,,,,,,,
3319.0999999996275,,directmemory_phase3,1091510,,,,object_05a.png,,,50,,,1,,object_10a.png,object_08b.png,object_03b.png,object_08b.png,,0.8108108108108109,,1,,,,,,,,,
9241.599999999627,,directmemory_phase3,1100757,,,,object_12a.png,,,50,,,1,,object_12c.png,object_12b.png,object_04b.png,object_12b.png,,0.8157894736842105,,1,,,,,,,,,
2142.5999999996275,,directmemory_phase3,1102906,,,,object_06a.png,,,49,,,1,,object_09c.png,object_04a.png,object_15a.png,object_09c.png,,0.8205128205128205,,1,,,,,,,,,
2122.2999999998137,,directmemory_phase3,1105034,,,,object_11c.png,,,50,,,0,,object_07c.png,object_04c.png,object_09b.png,object_09b.png,,0.8,,0,,,,,,,,,
1145.5,,directmemory_phase3,1106182,,,,object_11b.png,,,49,,,1,,object_03b.png,object_04a.png,object_11a.png,object_03b.png,,0.8048780487804879,,1,,,,,,,,,
2953.2000000001863,,directmemory_phase3,1109138,,,,object_10a.png,,,50,,,0,,object_10b.png,object_06c.png,object_07a.png,object_10b.png,,0.7857142857142857,,0,,,,,,,,,
2582.2000000001863,,directmemory_phase3,1111722,,,,object_07a.png,,,50,,,1,,object_15a.png,object_02c.png,object_14a.png,object_02c.png,,0.7906976744186046,,1,,,,,,,,,
1261.1000000005588,,directmemory_phase3,1112986,,,,object_11a.png,,,49,,,0,,object_05c.png,object_02a.png,object_02c.png,object_02a.png,,0.7727272727272727,,0,,,,,,,,,
5725.5,,directmemory_phase3,1118715,,,,object_12c.png,,,51,,,1,,object_03b.png,object_10a.png,object_13c.png,object_13c.png,,0.7777777777777778,,1,,,,,,,,,
null,,thebreak,1118820,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,
26996.5,,intro_0,1145821,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)4,1149324,,,,black_plus_sign,,,null,object_14b.png,object_07c.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)4,1149872,,,,green,,,null,object_14b.png,object_07c.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor4,1150375,,,,green,,,null,object_14b.png,object_07c.png,,,,,,,,,,,,,,,,,,,
717.7000000001863,,rt_thecrossant_black4,1151835,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black4,1151940,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)4,1155446,,,,black_plus_sign,,,null,object_12a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)4,1156426,,,,blue,,,null,object_12a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor4,1156928,,,,blue,,,null,object_12a.png,object_12b.png,,,,,,,,,,,,,,,,,,,
687.7999999998137,,rt_thecrossant_black4,1157955,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black4,1158071,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)4,1161576,,,,black_plus_sign,,,null,object_09c.png,object_06a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)4,1162194,,,,blue,,,null,object_09c.png,object_06a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor4,1162701,,,,blue,,,null,object_09c.png,object_06a.png,,,,,,,,,,,,,,,,,,,
1350.6000000005588,,rt_thecrossant_black4,1164094,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black4,1164198,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)4,1167703,,,,black_plus_sign,,,null,object_10a.png,object_10b.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)4,1168291,,,,blue,,,null,object_10a.png,object_10b.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor4,1168794,,,,blue,,,null,object_10a.png,object_10b.png,,,,,,,,,,,,,,,,,,,
1364.4000000003725,,rt_thecrossant_black4,1170215,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black4,1170321,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)4,1173828,,,,black_plus_sign,,,null,object_11c.png,object_09b.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)4,1174527,,,,green,,,null,object_11c.png,object_09b.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor4,1175031,,,,green,,,null,object_11c.png,object_09b.png,,,,,,,,,,,,,,,,,,,
793.4000000003725,,rt_thecrossant_black4,1176340,,,,black_plus_sign,,,50,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black4,1176457,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)4,1179960,,,,black_plus_sign,,,null,object_05a.png,object_08b.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)4,1180854,,,,blue,,,null,object_05a.png,object_08b.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor4,1181356,,,,blue,,,null,object_05a.png,object_08b.png,,,,,,,,,,,,,,,,,,,
982.2000000001863,,rt_thecrossant_black4,1182470,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black4,1182574,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)4,1186079,,,,black_plus_sign,,,null,object_02c.png,object_07a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)4,1186837,,,,blue,,,null,object_02c.png,object_07a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor4,1187341,,,,blue,,,null,object_02c.png,object_07a.png,,,,,,,,,,,,,,,,,,,
992.2999999998137,,rt_thecrossant_black4,1188589,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black4,1188692,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)4,1192197,,,,black_plus_sign,,,null,object_04c.png,object_09a.png,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)4,1193076,,,,blue,,,null,object_04c.png,object_09a.png,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor4,1193579,,,,blue,,,null,object_04c.png,object_09a.png,,,,,,,,,,,,,,,,,,,
1191.4000000003725,,rt_thecrossant_black4,1194709,,,,black_plus_sign,,,49,,,1,,,,,,,1,,,,,,,,,,,
null,,color_black4,1194811,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,
