rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,practice_cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments,detectfocus,breakfocus,completion_code
null,,rt_thecrossant_black1,508271,,,,black_plus_sign,,,null,,,,,,,,,,1,,,,,,,,,,,,,
null,,color_black1,508374,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,511877,,,,black_plus_sign,,,null,object_06c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,512500,,,,green,,,null,object_06c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,513002,,,,green,,,null,object_06c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
1426,,rt_thecrossant_black1,514382,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,514484,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,517985,,,,black_plus_sign,,,null,object_12b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,518836,,,,blue,,,null,object_12b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,519337,,,,blue,,,null,object_12b.png,object_12a.png,,,,,,,,,,,,,,,,,,,,,
1252.5,,rt_thecrossant_black1,520490,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,520592,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,524094,,,,black_plus_sign,,,null,object_04b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,524651,,,,green,,,null,object_04b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,525152,,,,green,,,null,object_04b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
1298,,rt_thecrossant_black1,526598,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,526700,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,530202,,,,black_plus_sign,,,null,object_11c.png,object_05b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,531232,,,,blue,,,null,object_11c.png,object_05b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,531734,,,,blue,,,null,object_11c.png,object_05b.png,,,,,,,,,,,,,,,,,,,,,
1108.5,,rt_thecrossant_black1,532708,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,532811,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,536314,,,,black_plus_sign,,,null,object_03a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,536961,,,,blue,,,null,object_03a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,537463,,,,blue,,,null,object_03a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
1396.1000000014901,,rt_thecrossant_black1,538820,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,538922,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,542424,,,,black_plus_sign,,,null,object_15c.png,object_04b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,543102,,,,blue,,,null,object_15c.png,object_04b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,543603,,,,blue,,,null,object_15c.png,object_04b.png,,,,,,,,,,,,,,,,,,,,,
1314.1000000014901,,rt_thecrossant_black1,544929,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,545031,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,548533,,,,black_plus_sign,,,null,object_07c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,549124,,,,green,,,null,object_07c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,549625,,,,green,,,null,object_07c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,
986.5999999977648,,rt_thecrossant_black1,551037,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,551139,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,554642,,,,black_plus_sign,,,null,object_04c.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,555350,,,,green,,,null,object_04c.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,555852,,,,green,,,null,object_04c.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,
1016.2999999970198,,rt_thecrossant_black1,557148,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,557252,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,560754,,,,black_plus_sign,,,null,object_15a.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,561380,,,,green,,,null,object_15a.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,561882,,,,green,,,null,object_15a.png,object_09c.png,,,,,,,,,,,,,,,,,,,,,
873.1999999992549,,rt_thecrossant_black1,563260,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black1,563362,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,thebreak,563465,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
1908,,intro_0,565373,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
6584.89999999851,,directmemory_phase1,571959,,,,object_15c.png,,,51,,,,1,object_11c.png,object_04c.png,object_04b.png,object_04b.png,,1,,1,,,,,,,,,,,
5173.5,,directmemory_phase1,577134,,,,object_14c.png,,,51,,,,0,object_07b.png,object_01a.png,object_05a.png,object_01a.png,,0.5,,0,,,,,,,,,,,
2911.300000000745,,directmemory_phase1,580046,,,,object_02b.png,,,50,,,,0,object_08b.png,object_09c.png,object_15c.png,object_08b.png,,0.3333333333333333,,0,,,,,,,,,,,
4087.5,,directmemory_phase1,584135,,,,object_04b.png,,,50,,,,1,object_03c.png,object_05c.png,object_13a.png,object_05c.png,,0.5,,1,,,,,,,,,,,
3742.199999999255,,directmemory_phase1,587878,,,,object_09b.png,,,51,,,,1,object_12b.png,object_01c.png,object_03a.png,object_03a.png,,0.6,,1,,,,,,,,,,,
4255,,directmemory_phase1,592134,,,,object_15a.png,,,49,,,,0,object_10b.png,object_10a.png,object_09c.png,object_09c.png,,0.5,,0,,,,,,,,,,,
2719.89999999851,,directmemory_phase1,594855,,,,object_11b.png,,,49,,,,1,object_08a.png,object_14b.png,object_04c.png,object_08a.png,,0.5714285714285714,,1,,,,,,,,,,,
4599,,directmemory_phase1,599455,,,,object_03c.png,,,50,,,,0,object_13a.png,object_08b.png,object_13b.png,object_13b.png,,0.5,,0,,,,,,,,,,,
5110.70000000298,,directmemory_phase1,604567,,,,object_06b.png,,,49,,,,1,object_05a.png,object_12b.png,object_01c.png,object_05a.png,,0.5555555555555556,,1,,,,,,,,,,,
2607.300000000745,,directmemory_phase1,607175,,,,object_14a.png,,,49,,,,1,object_11c.png,object_11a.png,object_02b.png,object_11c.png,,0.6,,1,,,,,,,,,,,
4303.10000000149,,directmemory_phase1,611479,,,,object_04a.png,,,51,,,,0,object_06b.png,object_11a.png,object_10b.png,object_11a.png,,0.5454545454545454,,0,,,,,,,,,,,
5598.300000000745,,directmemory_phase1,617079,,,,object_01b.png,,,50,,,,0,object_05a.png,object_10b.png,object_13b.png,object_05a.png,,0.5,,0,,,,,,,,,,,
4472.199999999255,,directmemory_phase1,621552,,,,object_01c.png,,,51,,,,1,object_11c.png,object_04c.png,object_14b.png,object_14b.png,,0.5384615384615384,,1,,,,,,,,,,,
4558.800000000745,,directmemory_phase1,626112,,,,object_14b.png,,,51,,,,0,object_15b.png,object_13b.png,object_03b.png,object_15b.png,,0.5,,0,,,,,,,,,,,
3791.199999999255,,directmemory_phase1,629904,,,,object_13a.png,,,51,,,,0,object_05c.png,object_12b.png,object_04b.png,object_12b.png,,0.4666666666666667,,0,,,,,,,,,,,
4839.5,,directmemory_phase1,634744,,,,object_02a.png,,,51,,,,1,object_11c.png,object_11b.png,object_10b.png,object_10b.png,,0.5,,1,,,,,,,,,,,
4438.300000000745,,directmemory_phase1,639184,,,,object_06c.png,,,51,,,,1,object_12b.png,object_15c.png,object_03c.png,object_03c.png,,0.5294117647058824,,1,,,,,,,,,,,
2935.5,,directmemory_phase1,642121,,,,object_11a.png,,,50,,,,0,object_07b.png,object_10a.png,object_14b.png,object_07b.png,,0.5,,0,,,,,,,,,,,
4758.599999997765,,directmemory_phase1,646880,,,,object_10b.png,,,50,,,,0,object_12c.png,object_13b.png,object_14b.png,object_12c.png,,0.47368421052631576,,0,,,,,,,,,,,
4022.89999999851,,directmemory_phase1,650904,,,,object_03a.png,,,51,,,,0,object_08c.png,object_10a.png,object_09c.png,object_08c.png,,0.45,,0,,,,,,,,,,,
3343.300000000745,,directmemory_phase1,654248,,,,object_07c.png,,,51,,,,1,object_10b.png,object_02a.png,object_01a.png,object_01a.png,,0.47619047619047616,,1,,,,,,,,,,,
3151,,directmemory_phase1,657401,,,,object_10c.png,,,51,,,,1,object_12b.png,object_02b.png,object_09a.png,object_09a.png,,0.5,,1,,,,,,,,,,,
2119.699999999255,,directmemory_phase1,659521,,,,object_10a.png,,,50,,,,1,object_05c.png,object_08a.png,object_11a.png,object_08a.png,,0.5217391304347826,,1,,,,,,,,,,,
4358.39999999851,,directmemory_phase1,663881,,,,object_09a.png,,,50,,,,0,object_02c.png,object_13a.png,object_11c.png,object_02c.png,,0.5,,0,,,,,,,,,,,
4919.89999999851,,directmemory_phase1,668802,,,,object_13c.png,,,49,,,,0,object_07a.png,object_03b.png,object_08a.png,object_03b.png,,0.48,,0,,,,,,,,,,,
4557.10000000149,,directmemory_phase1,673360,,,,object_11c.png,,,49,,,,0,object_08a.png,object_05b.png,object_12c.png,object_05b.png,,0.46153846153846156,,0,,,,,,,,,,,
5215.5,,directmemory_phase1,678577,,,,object_04c.png,,,50,,,,0,object_14b.png,object_02b.png,object_09c.png,object_09c.png,,0.4444444444444444,,0,,,,,,,,,,,
3158.5,,directmemory_phase1,681737,,,,object_06a.png,,,51,,,,1,object_04b.png,object_04a.png,object_03b.png,object_03b.png,,0.4642857142857143,,1,,,,,,,,,,,
3783.5,,directmemory_phase1,685521,,,,object_12a.png,,,50,,,,1,object_14a.png,object_12b.png,object_09a.png,object_12b.png,,0.4827586206896552,,1,,,,,,,,,,,
5023.300000000745,,directmemory_phase1,690546,,,,object_07a.png,,,50,,,,0,object_11c.png,object_01b.png,object_08b.png,object_08b.png,,0.4666666666666667,,0,,,,,,,,,,,
null,,thebreak,690648,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,,,,
2272.89999999851,,intro_0,692922,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,696424,,,,black_plus_sign,,,null,object_08b.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,697424,,,,green,,,null,object_08b.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,697926,,,,green,,,null,object_08b.png,object_02b.png,,,,,,,,,,,,,,,,,,,,,
1510.1000000014901,,rt_thecrossant_black2,698929,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,699031,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,702533,,,,black_plus_sign,,,null,object_05a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,703505,,,,blue,,,null,object_05a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,704008,,,,blue,,,null,object_05a.png,object_06b.png,,,,,,,,,,,,,,,,,,,,,
1420.1000000014901,,rt_thecrossant_black2,705049,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,705150,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,708653,,,,black_plus_sign,,,null,object_07a.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,709526,,,,green,,,null,object_07a.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,710027,,,,green,,,null,object_07a.png,object_08b.png,,,,,,,,,,,,,,,,,,,,,
1653,,rt_thecrossant_black2,711158,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,711261,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,714763,,,,black_plus_sign,,,null,object_10b.png,object_12c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,715529,,,,blue,,,null,object_10b.png,object_12c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,716031,,,,blue,,,null,object_10b.png,object_12c.png,,,,,,,,,,,,,,,,,,,,,
1237.699999999255,,rt_thecrossant_black2,717276,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,717377,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,720879,,,,black_plus_sign,,,null,object_11a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,721614,,,,blue,,,null,object_11a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,722116,,,,blue,,,null,object_11a.png,object_04a.png,,,,,,,,,,,,,,,,,,,,,
1197.8999999985099,,rt_thecrossant_black2,723386,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,723488,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,726991,,,,black_plus_sign,,,null,object_11b.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,728043,,,,green,,,null,object_11b.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,728545,,,,green,,,null,object_11b.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,
1306.300000000745,,rt_thecrossant_black2,729498,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,729600,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,733102,,,,black_plus_sign,,,null,object_15b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,733770,,,,blue,,,null,object_15b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,734272,,,,blue,,,null,object_15b.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
1816.0999999977648,,rt_thecrossant_black2,735608,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,735711,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,739213,,,,black_plus_sign,,,null,object_11a.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,739818,,,,blue,,,null,object_11a.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,740319,,,,blue,,,null,object_11a.png,object_07b.png,,,,,,,,,,,,,,,,,,,,,
1088.9000000022352,,rt_thecrossant_black2,741719,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,741821,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,745323,,,,black_plus_sign,,,null,object_05b.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,746204,,,,green,,,null,object_05b.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,746706,,,,green,,,null,object_05b.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
992,,rt_thecrossant_black2,747829,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,747931,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,751433,,,,black_plus_sign,,,null,object_10a.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,752214,,,,green,,,null,object_10a.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,752716,,,,green,,,null,object_10a.png,object_08a.png,,,,,,,,,,,,,,,,,,,,,
1298.300000000745,,rt_thecrossant_black2,753940,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,754042,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,757544,,,,black_plus_sign,,,null,object_08c.png,object_03a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,758583,,,,blue,,,null,object_08c.png,object_03a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,759085,,,,blue,,,null,object_08c.png,object_03a.png,,,,,,,,,,,,,,,,,,,,,
1492.8999999985099,,rt_thecrossant_black2,760049,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,760150,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,763653,,,,black_plus_sign,,,null,object_09c.png,object_15a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,764549,,,,blue,,,null,object_09c.png,object_15a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,765050,,,,blue,,,null,object_09c.png,object_15a.png,,,,,,,,,,,,,,,,,,,,,
1466.4000000022352,,rt_thecrossant_black2,766158,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,766260,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,769762,,,,black_plus_sign,,,null,object_03a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,770186,,,,blue,,,null,object_03a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,770688,,,,blue,,,null,object_03a.png,object_09b.png,,,,,,,,,,,,,,,,,,,,,
1086.5,,rt_thecrossant_black2,772267,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,772370,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,775872,,,,black_plus_sign,,,null,object_03c.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,776591,,,,green,,,null,object_03c.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,777093,,,,green,,,null,object_03c.png,object_13b.png,,,,,,,,,,,,,,,,,,,,,
1040.8999999985099,,rt_thecrossant_black2,778379,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,778481,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,781983,,,,black_plus_sign,,,null,object_12a.png,object_12b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,782624,,,,green,,,null,object_12a.png,object_12b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,783126,,,,green,,,null,object_12a.png,object_12b.png,,,,,,,,,,,,,,,,,,,,,
975,,rt_thecrossant_black2,784489,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,784592,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,788094,,,,black_plus_sign,,,null,object_14c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,789101,,,,blue,,,null,object_14c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,789602,,,,blue,,,null,object_14c.png,object_01a.png,,,,,,,,,,,,,,,,,,,,,
1235.2999999970198,,rt_thecrossant_black2,790599,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,790701,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,794203,,,,black_plus_sign,,,null,object_02a.png,object_10b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,794706,,,,green,,,null,object_02a.png,object_10b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,795208,,,,green,,,null,object_02a.png,object_10b.png,,,,,,,,,,,,,,,,,,,,,
1388.8999999985099,,rt_thecrossant_black2,796709,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,796813,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,800315,,,,black_plus_sign,,,null,object_06c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,801123,,,,green,,,null,object_06c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,801625,,,,green,,,null,object_06c.png,object_03c.png,,,,,,,,,,,,,,,,,,,,,
972.0999999977648,,rt_thecrossant_black2,802821,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,802923,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,806426,,,,black_plus_sign,,,null,object_09c.png,object_04c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,807404,,,,blue,,,null,object_09c.png,object_04c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,807907,,,,blue,,,null,object_09c.png,object_04c.png,,,,,,,,,,,,,,,,,,,,,
1084.5999999977648,,rt_thecrossant_black2,808931,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,809033,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,812535,,,,black_plus_sign,,,null,object_04b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,813364,,,,blue,,,null,object_04b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,813866,,,,blue,,,null,object_04b.png,object_05c.png,,,,,,,,,,,,,,,,,,,,,
1559.199999999255,,rt_thecrossant_black2,815042,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,815144,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,818646,,,,black_plus_sign,,,null,object_10c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,819146,,,,blue,,,null,object_10c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,819647,,,,blue,,,null,object_10c.png,object_09a.png,,,,,,,,,,,,,,,,,,,,,
1100.0999999977648,,rt_thecrossant_black2,821151,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,821254,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,824756,,,,black_plus_sign,,,null,object_01a.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,825193,,,,green,,,null,object_01a.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,825695,,,,green,,,null,object_01a.png,object_07c.png,,,,,,,,,,,,,,,,,,,,,
868.3999999985099,,rt_thecrossant_black2,827261,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,827363,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,830865,,,,black_plus_sign,,,null,object_15c.png,object_04b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,831418,,,,blue,,,null,object_15c.png,object_04b.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,831931,,,,blue,,,null,object_15c.png,object_04b.png,,,,,,,,,,,,,,,,,,,,,
609.3999999985099,,rt_thecrossant_black2,833382,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,833484,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,836987,,,,black_plus_sign,,,null,object_01b.png,object_05a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,838032,,,,blue,,,null,object_01b.png,object_05a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,838533,,,,blue,,,null,object_01b.png,object_05a.png,,,,,,,,,,,,,,,,,,,,,
842.6999999992549,,rt_thecrossant_black2,839497,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,839600,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,843102,,,,black_plus_sign,,,null,object_14a.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,844093,,,,green,,,null,object_14a.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,844595,,,,green,,,null,object_14a.png,object_11c.png,,,,,,,,,,,,,,,,,,,,,
1340.800000000745,,rt_thecrossant_black2,845607,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,,,,
null,,color_black2,845708,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,849210,,,,black_plus_sign,,,null,object_03b.png,object_06a.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,849858,,,,blue,,,null,object_03b.png,object_06a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,850360,,,,blue,,,null,object_03b.png,object_06a.png,,,,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black2,851716,,,,black_plus_sign,,,null,,,,,,,,,,1,,,,,,,,,,,,,
null,,color_black2,851818,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,855321,,,,black_plus_sign,,,null,object_01c.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,856248,,,,blue,,,null,object_01c.png,object_14b.png,,,,,,,,,,,,,,,,,,,,,
