rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,practice_cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments
null,,learn_phase(without_color)1,609044,,,,,,,,black_plus_sign,,,null,object_12a.png,object_12c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,609496,,,,,,,,green,,,null,object_12a.png,object_12c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,609997,,,,,,,,green,,,null,object_12a.png,object_12c.png,,,,,,,,,,,,,,,,,,
1219.3999999761581,,rt_thecrossant_black1,611549,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,611651,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,615152,,,,,,,,black_plus_sign,,,null,object_05c.png,object_07b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,615764,,,,,,,,blue,,,null,object_05c.png,object_07b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,616266,,,,,,,,blue,,,null,object_05c.png,object_07b.png,,,,,,,,,,,,,,,,,,
621.5999999940395,,rt_thecrossant_black1,617657,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,617758,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,621260,,,,,,,,black_plus_sign,,,null,object_06c.png,object_02c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,622145,,,,,,,,green,,,null,object_06c.png,object_02c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,622646,,,,,,,,green,,,null,object_06c.png,object_02c.png,,,,,,,,,,,,,,,,,,
864.0999999940395,,rt_thecrossant_black1,623768,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,623870,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,627372,,,,,,,,black_plus_sign,,,null,object_10b.png,object_09c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,627903,,,,,,,,blue,,,null,object_10b.png,object_09c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,628405,,,,,,,,blue,,,null,object_10b.png,object_09c.png,,,,,,,,,,,,,,,,,,
1079.0999999940395,,rt_thecrossant_black1,629876,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,629978,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,633480,,,,,,,,black_plus_sign,,,null,object_14c.png,object_07c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,634487,,,,,,,,blue,,,null,object_14c.png,object_07c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,634989,,,,,,,,blue,,,null,object_14c.png,object_07c.png,,,,,,,,,,,,,,,,,,
641.7000000178814,,rt_thecrossant_black1,635986,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,636087,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,639589,,,,,,,,black_plus_sign,,,null,object_01a.png,object_14b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,640237,,,,,,,,green,,,null,object_01a.png,object_14b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,640738,,,,,,,,green,,,null,object_01a.png,object_14b.png,,,,,,,,,,,,,,,,,,
1214.699999988079,,rt_thecrossant_black1,642094,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,642196,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,645698,,,,,,,,black_plus_sign,,,null,object_15b.png,object_10a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,646599,,,,,,,,blue,,,null,object_15b.png,object_10a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,647100,,,,,,,,blue,,,null,object_15b.png,object_10a.png,,,,,,,,,,,,,,,,,,
1358,,rt_thecrossant_black1,648204,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,648306,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,651808,,,,,,,,black_plus_sign,,,null,object_13a.png,object_06a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,652358,,,,,,,,blue,,,null,object_13a.png,object_06a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,652860,,,,,,,,blue,,,null,object_13a.png,object_06a.png,,,,,,,,,,,,,,,,,,
1114.5,,rt_thecrossant_black1,654312,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,654414,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,657918,,,,,,,,black_plus_sign,,,null,object_07c.png,object_11c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,658860,,,,,,,,blue,,,null,object_07c.png,object_11c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,659362,,,,,,,,blue,,,null,object_07c.png,object_11c.png,,,,,,,,,,,,,,,,,,
1031,,rt_thecrossant_black1,660423,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,660525,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,664027,,,,,,,,black_plus_sign,,,null,object_14a.png,object_11b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,664931,,,,,,,,blue,,,null,object_14a.png,object_11b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,665432,,,,,,,,blue,,,null,object_14a.png,object_11b.png,,,,,,,,,,,,,,,,,,
1169.199999988079,,rt_thecrossant_black1,666544,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,666647,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,670150,,,,,,,,black_plus_sign,,,null,object_09b.png,object_05a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,671094,,,,,,,,green,,,null,object_09b.png,object_05a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,671596,,,,,,,,green,,,null,object_09b.png,object_05a.png,,,,,,,,,,,,,,,,,,
1158.199999988079,,rt_thecrossant_black1,672654,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black1,672756,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,thebreak,672859,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,
1685.5999999940395,,intro_0,674545,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
3071.199999988079,,directmemory_phase1,677617,,,,,,,,object_07c.png,,,51,,,,0,object_14c.png,object_13c.png,object_15c.png,object_14c.png,,0,,0,,,,,,,,
3078,,directmemory_phase1,680697,,,,,,,,object_10b.png,,,50,,,,1,object_15b.png,object_02b.png,object_13a.png,object_02b.png,,0.5,,1,,,,,,,,
1950.9000000059605,,directmemory_phase1,682649,,,,,,,,object_06a.png,,,51,,,,1,object_14c.png,object_15a.png,object_13a.png,object_13a.png,,0.6666666666666666,,1,,,,,,,,
2902.5,,directmemory_phase1,685553,,,,,,,,object_08c.png,,,50,,,,0,object_10b.png,object_07c.png,object_14b.png,object_14b.png,,0.5,,0,,,,,,,,
2382.4000000059605,,directmemory_phase1,687937,,,,,,,,object_10a.png,,,51,,,,0,object_15a.png,object_15b.png,object_12a.png,object_15b.png,,0.4,,0,,,,,,,,
2918.5999999940395,,directmemory_phase1,690857,,,,,,,,object_09a.png,,,51,,,,1,object_12c.png,object_10b.png,object_04a.png,object_04a.png,,0.5,,1,,,,,,,,
2838.699999988079,,directmemory_phase1,693697,,,,,,,,object_11a.png,,,49,,,,0,object_01c.png,object_05a.png,object_03c.png,object_03c.png,,0.42857142857142855,,0,,,,,,,,
2910.5999999940395,,directmemory_phase1,696609,,,,,,,,object_05c.png,,,50,,,,0,object_15c.png,object_04b.png,object_15b.png,object_15c.png,,0.375,,0,,,,,,,,
2238.5999999940395,,directmemory_phase1,698849,,,,,,,,object_01b.png,,,49,,,,0,object_04a.png,object_10a.png,object_01c.png,object_01c.png,,0.3333333333333333,,0,,,,,,,,
2334.699999988079,,directmemory_phase1,701185,,,,,,,,object_09c.png,,,51,,,,0,object_12b.png,object_10b.png,object_05c.png,object_10b.png,,0.3,,0,,,,,,,,
3468.5,,directmemory_phase1,704657,,,,,,,,object_14a.png,,,51,,,,0,object_08a.png,object_04b.png,object_15c.png,object_04b.png,,0.2727272727272727,,0,,,,,,,,
2685.9000000059605,,directmemory_phase1,707345,,,,,,,,object_02c.png,,,49,,,,1,object_06c.png,object_12a.png,object_15b.png,object_06c.png,,0.3333333333333333,,1,,,,,,,,
2566.5999999940395,,directmemory_phase1,709913,,,,,,,,object_04c.png,,,50,,,,0,object_13b.png,object_05a.png,object_04a.png,object_13b.png,,0.3076923076923077,,0,,,,,,,,
3198.9000000059605,,directmemory_phase1,713113,,,,,,,,object_01c.png,,,50,,,,0,object_13a.png,object_15c.png,object_08a.png,object_08a.png,,0.2857142857142857,,0,,,,,,,,
2231,,directmemory_phase1,715345,,,,,,,,object_05b.png,,,49,,,,1,object_02c.png,object_13b.png,object_12c.png,object_02c.png,,0.3333333333333333,,1,,,,,,,,
2373.7999999821186,,directmemory_phase1,717721,,,,,,,,object_03b.png,,,49,,,,0,object_14a.png,object_13b.png,object_12b.png,object_12b.png,,0.3125,,0,,,,,,,,
3630.5999999940395,,directmemory_phase1,721353,,,,,,,,object_12b.png,,,51,,,,0,object_08a.png,object_15a.png,object_13a.png,object_15a.png,,0.29411764705882354,,0,,,,,,,,
2438.2999999821186,,directmemory_phase1,723793,,,,,,,,object_02a.png,,,51,,,,1,object_02c.png,object_01c.png,object_06a.png,object_06a.png,,0.3333333333333333,,1,,,,,,,,
3086.699999988079,,directmemory_phase1,726881,,,,,,,,object_07a.png,,,49,,,,0,object_04a.png,object_02c.png,object_12c.png,object_12c.png,,0.3157894736842105,,0,,,,,,,,
2430.300000011921,,directmemory_phase1,729313,,,,,,,,object_11b.png,,,50,,,,1,object_02c.png,object_14a.png,object_05a.png,object_14a.png,,0.35,,1,,,,,,,,
2870.600000023842,,directmemory_phase1,732185,,,,,,,,object_14b.png,,,51,,,,1,object_12a.png,object_04b.png,object_01a.png,object_01a.png,,0.38095238095238093,,1,,,,,,,,
2534.5,,directmemory_phase1,734721,,,,,,,,object_08b.png,,,49,,,,1,object_05a.png,object_06a.png,object_07c.png,object_05a.png,,0.4090909090909091,,1,,,,,,,,
2662.699999988079,,directmemory_phase1,737385,,,,,,,,object_03a.png,,,51,,,,1,object_01c.png,object_14a.png,object_10a.png,object_10a.png,,0.43478260869565216,,1,,,,,,,,
2446.600000023842,,directmemory_phase1,739833,,,,,,,,object_11c.png,,,50,,,,0,object_07c.png,object_05c.png,object_02c.png,object_07c.png,,0.4166666666666667,,0,,,,,,,,
2846.5,,directmemory_phase1,742681,,,,,,,,object_04a.png,,,50,,,,0,object_09b.png,object_02b.png,object_06b.png,object_06b.png,,0.4,,0,,,,,,,,
2118.600000023842,,directmemory_phase1,744801,,,,,,,,object_05a.png,,,49,,,,0,object_02b.png,object_06b.png,object_09b.png,object_09b.png,,0.38461538461538464,,0,,,,,,,,
2198.600000023842,,directmemory_phase1,747001,,,,,,,,object_12c.png,,,49,,,,1,object_12a.png,object_15b.png,object_06b.png,object_12a.png,,0.4074074074074074,,1,,,,,,,,
2982.5999999940395,,directmemory_phase1,749985,,,,,,,,object_03c.png,,,51,,,,1,object_15a.png,object_15b.png,object_13c.png,object_13c.png,,0.42857142857142855,,1,,,,,,,,
2350.2999999821186,,directmemory_phase1,752337,,,,,,,,object_07b.png,,,49,,,,1,object_05c.png,object_05a.png,object_12b.png,object_05c.png,,0.4482758620689655,,1,,,,,,,,
2462.5999999940395,,directmemory_phase1,754801,,,,,,,,object_13b.png,,,49,,,,0,object_09b.png,object_08a.png,object_10c.png,object_10c.png,,0.43333333333333335,,0,,,,,,,,
null,,thebreak,754903,,,,,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,
2136.4000000059605,,intro_0,757040,,,,,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,760542,,,,,,,,black_plus_sign,,,null,object_13b.png,object_04c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,761085,,,,,,,,blue,,,null,object_13b.png,object_04c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,761587,,,,,,,,blue,,,null,object_13b.png,object_04c.png,,,,,,,,,,,,,,,,,,
1070.699999988079,,rt_thecrossant_black2,763047,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,763149,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,766651,,,,,,,,black_plus_sign,,,null,object_12c.png,object_07a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,767535,,,,,,,,blue,,,null,object_12c.png,object_07a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,768036,,,,,,,,blue,,,null,object_12c.png,object_07a.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black2,769157,,,,,,,,black_plus_sign,,,null,,,,,,,,,,1,,,,,,,,,,
null,,color_black2,769258,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,772760,,,,,,,,black_plus_sign,,,null,object_13c.png,object_03c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,773322,,,,,,,,green,,,null,object_13c.png,object_03c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,773825,,,,,,,,green,,,null,object_13c.png,object_03c.png,,,,,,,,,,,,,,,,,,
1083.3999999761581,,rt_thecrossant_black2,775268,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,775369,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,778872,,,,,,,,black_plus_sign,,,null,object_01c.png,object_01b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,779365,,,,,,,,green,,,null,object_01c.png,object_01b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,779866,,,,,,,,green,,,null,object_01c.png,object_01b.png,,,,,,,,,,,,,,,,,,
1105.0999999940395,,rt_thecrossant_black2,781377,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,781480,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,784983,,,,,,,,black_plus_sign,,,null,object_10b.png,object_09c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,786035,,,,,,,,blue,,,null,object_10b.png,object_09c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,786536,,,,,,,,blue,,,null,object_10b.png,object_09c.png,,,,,,,,,,,,,,,,,,
871.1999999880791,,rt_thecrossant_black2,787487,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,787590,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,791091,,,,,,,,black_plus_sign,,,null,object_07c.png,object_11c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,792156,,,,,,,,blue,,,null,object_07c.png,object_11c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,792658,,,,,,,,blue,,,null,object_07c.png,object_11c.png,,,,,,,,,,,,,,,,,,
1227.9000000059605,,rt_thecrossant_black2,793597,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,793699,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,797202,,,,,,,,black_plus_sign,,,null,object_12a.png,object_12c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,798113,,,,,,,,green,,,null,object_12a.png,object_12c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,798615,,,,,,,,green,,,null,object_12a.png,object_12c.png,,,,,,,,,,,,,,,,,,
1371,,rt_thecrossant_black2,799707,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,799808,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,803310,,,,,,,,black_plus_sign,,,null,object_06b.png,object_04a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,803711,,,,,,,,green,,,null,object_06b.png,object_04a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,804212,,,,,,,,green,,,null,object_06b.png,object_04a.png,,,,,,,,,,,,,,,,,,
1261,,rt_thecrossant_black2,805814,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,805915,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,809418,,,,,,,,black_plus_sign,,,null,object_15c.png,object_05c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,810489,,,,,,,,blue,,,null,object_15c.png,object_05c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,810991,,,,,,,,blue,,,null,object_15c.png,object_05c.png,,,,,,,,,,,,,,,,,,
532.8000000119209,,rt_thecrossant_black2,811923,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,812025,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,815528,,,,,,,,black_plus_sign,,,null,object_10c.png,object_13b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,816494,,,,,,,,blue,,,null,object_10c.png,object_13b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,816996,,,,,,,,blue,,,null,object_10c.png,object_13b.png,,,,,,,,,,,,,,,,,,
1453.1000000238419,,rt_thecrossant_black2,818034,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,818137,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,821639,,,,,,,,black_plus_sign,,,null,object_14b.png,object_08c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,822336,,,,,,,,blue,,,null,object_14b.png,object_08c.png,,,,,,,,,,,,,,,,,,
479.30000001192093,,rt_plussign_withcolor2,822837,,,,,,,,blue,,,49,object_14b.png,object_08c.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black2,824145,,,,,,,,black_plus_sign,,,null,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,824248,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,827750,,,,,,,,black_plus_sign,,,null,object_14c.png,object_07c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,828513,,,,,,,,blue,,,null,object_14c.png,object_07c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,829015,,,,,,,,blue,,,null,object_14c.png,object_07c.png,,,,,,,,,,,,,,,,,,
890.9000000059605,,rt_thecrossant_black2,830257,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,830359,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,833861,,,,,,,,black_plus_sign,,,null,object_03c.png,object_11a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,834676,,,,,,,,green,,,null,object_03c.png,object_11a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,835179,,,,,,,,green,,,null,object_03c.png,object_11a.png,,,,,,,,,,,,,,,,,,
1247.800000011921,,rt_thecrossant_black2,836366,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,836468,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,839970,,,,,,,,black_plus_sign,,,null,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,841036,,,,,,,,blue,,,null,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,841537,,,,,,,,blue,,,null,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,,
1024.2000000178814,,rt_thecrossant_black2,842475,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,842578,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,846080,,,,,,,,black_plus_sign,,,null,object_14a.png,object_11b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,847141,,,,,,,,blue,,,null,object_14a.png,object_11b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,847642,,,,,,,,blue,,,null,object_14a.png,object_11b.png,,,,,,,,,,,,,,,,,,
1281.2999999821186,,rt_thecrossant_black2,848585,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,848687,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,852189,,,,,,,,black_plus_sign,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,852902,,,,,,,,green,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,853404,,,,,,,,green,,,null,object_02b.png,object_10b.png,,,,,,,,,,,,,,,,,,
1329.9000000059605,,rt_thecrossant_black2,854694,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,854795,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,858298,,,,,,,,black_plus_sign,,,null,object_06c.png,object_02c.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,858872,,,,,,,,green,,,null,object_06c.png,object_02c.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,859373,,,,,,,,green,,,null,object_06c.png,object_02c.png,,,,,,,,,,,,,,,,,,
1109.7000000178814,,rt_thecrossant_black2,860803,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,860904,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,864407,,,,,,,,black_plus_sign,,,null,object_09b.png,object_05a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,865040,,,,,,,,green,,,null,object_09b.png,object_05a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,865543,,,,,,,,green,,,null,object_09b.png,object_05a.png,,,,,,,,,,,,,,,,,,
889,,rt_thecrossant_black2,866913,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,867014,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,870517,,,,,,,,black_plus_sign,,,null,object_15a.png,object_12b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,871343,,,,,,,,blue,,,null,object_15a.png,object_12b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,871845,,,,,,,,blue,,,null,object_15a.png,object_12b.png,,,,,,,,,,,,,,,,,,
734.2000000178814,,rt_thecrossant_black2,873023,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,873124,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,876627,,,,,,,,black_plus_sign,,,null,object_06a.png,object_02a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,877147,,,,,,,,green,,,null,object_06a.png,object_02a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,877648,,,,,,,,green,,,null,object_06a.png,object_02a.png,,,,,,,,,,,,,,,,,,
1154.4000000059605,,rt_thecrossant_black2,879131,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,879232,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,882734,,,,,,,,black_plus_sign,,,null,object_05c.png,object_07b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,883340,,,,,,,,blue,,,null,object_05c.png,object_07b.png,,,,,,,,,,,,,,,,,,
482.60000002384186,,rt_plussign_withcolor2,883842,,,,,,,,blue,,,49,object_05c.png,object_07b.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black2,885239,,,,,,,,black_plus_sign,,,null,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,885341,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,888843,,,,,,,,black_plus_sign,,,null,object_10a.png,object_03a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,889637,,,,,,,,green,,,null,object_10a.png,object_03a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,890139,,,,,,,,green,,,null,object_10a.png,object_03a.png,,,,,,,,,,,,,,,,,,
884.8999999761581,,rt_thecrossant_black2,891348,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,891450,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,894952,,,,,,,,black_plus_sign,,,null,object_01a.png,object_14b.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,896031,,,,,,,,blue,,,null,object_01a.png,object_14b.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,896534,,,,,,,,blue,,,null,object_01a.png,object_14b.png,,,,,,,,,,,,,,,,,,
916.6000000238419,,rt_thecrossant_black2,897457,,,,,,,,black_plus_sign,,,49,,,,1,,,,,,1,,,,,,,,,,
null,,color_black2,897559,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,901062,,,,,,,,black_plus_sign,,,null,object_15b.png,object_10a.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,901891,,,,,,,,green,,,null,object_15b.png,object_10a.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,902392,,,,,,,,green,,,null,object_15b.png,object_10a.png,,,,,,,,,,,,,,,,,,
1383.8999999761581,,rt_thecrossant_black2,903567,,,,,,,,black_plus_sign,,,50,,,,1,,,,,,1,,,,,,,,,,
