rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,failed_practice,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,tooquick
679.8999999910593,,rt_thecrossant_black1,363764,,,,black_plus_sign,,,50,,,,1,,,,,,,0.9473684210526315,,
null,,color_black1,363867,,,,black_plus_sign,,,null,,,,,,,,,,,,,
null,,learn_phase(without_color)1,367369,,,,black_plus_sign,,,null,,object_07a.png,object_15a.png,,,,,,,,,,
null,,black_cross(without_color)1,368030,,,,blue,,,null,,object_07a.png,object_15a.png,,,,,,,,,,
null,,rt_plussign_withcolor1,368531,,,,blue,,,null,,object_07a.png,object_15a.png,,,,,,,,,,
939.9000000059605,,rt_thecrossant_black1,369886,,,,black_plus_sign,,,49,,,,1,,,,,,,0.95,,
null,,color_black1,369996,,,,black_plus_sign,,,null,,,,,,,,,,,,,
null,,learn_phase(without_color)1,373498,,,,black_plus_sign,,,null,,object_01a.png,object_13b.png,,,,,,,,,,
null,,black_cross(without_color)1,374327,,,,green,,,null,,object_01a.png,object_13b.png,,,,,,,,,,
null,,rt_plussign_withcolor1,374828,,,,green,,,null,,object_01a.png,object_13b.png,,,,,,,,,,
956.2999999970198,,rt_thecrossant_black1,376003,,,,black_plus_sign,,,50,,,,1,,,,,,,0.9523809523809523,,
null,,color_black1,376105,,,,black_plus_sign,,,null,,,,,,,,,,,,,
null,,learn_phase(without_color)1,379608,,,,black_plus_sign,,,null,,object_02c.png,object_15c.png,,,,,,,,,,
null,,black_cross(without_color)1,380104,,,,blue,,,null,,object_02c.png,object_15c.png,,,,,,,,,,
354.8999999910593,,rt_plussign_withcolor1,380605,,,,blue,,,49,,object_02c.png,object_15c.png,,,,,,,,,,
null,,rt_thecrossant_black1,382115,,,,black_plus_sign,,,null,,,,1,,,,,,,0.9545454545454546,,
null,,color_black1,382217,,,,black_plus_sign,,,null,,,,,,,,,,,,,
null,,learn_phase(without_color)1,385720,,,,black_plus_sign,,,null,,object_09b.png,object_06a.png,,,,,,,,,,
null,,black_cross(without_color)1,386444,,,,green,,,null,,object_09b.png,object_06a.png,,,,,,,,,,
null,,rt_plussign_withcolor1,386946,,,,green,,,null,,object_09b.png,object_06a.png,,,,,,,,,,
678.7999999970198,,rt_thecrossant_black1,388227,,,,black_plus_sign,,,50,,,,1,,,,,,,0.9565217391304348,,
null,,color_black1,388330,,,,black_plus_sign,,,null,,,,,,,,,,,,,
null,,learn_phase(without_color)1,391832,,,,black_plus_sign,,,null,,object_02c.png,object_12a.png,,,,,,,,,,
null,,black_cross(without_color)1,392549,,,,green,,,null,,object_02c.png,object_12a.png,,,,,,,,,,
473.90000000596046,,rt_plussign_withcolor1,393051,,,,green,,,50,,object_02c.png,object_12a.png,,,,,,,,,,
null,,rt_thecrossant_black1,394339,,,,black_plus_sign,,,null,,,,1,,,,,,,0.9583333333333334,,
null,,color_black1,394442,,,,black_plus_sign,,,null,,,,,,,,,,,,,
null,,learn_phase(without_color)1,397944,,,,black_plus_sign,,,null,,object_07b.png,object_05b.png,,,,,,,,,,
null,,black_cross(without_color)1,398653,,,,green,,,null,,object_07b.png,object_05b.png,,,,,,,,,,
null,,rt_plussign_withcolor1,399156,,,,green,,,null,,object_07b.png,object_05b.png,,,,,,,,,,
876.5,,rt_thecrossant_black1,400452,,,,black_plus_sign,,,50,,,,1,,,,,,,0.96,,
null,,color_black1,400554,,,,black_plus_sign,,,null,,,,,,,,,,,,,
null,,learn_phase(without_color)1,404056,,,,black_plus_sign,,,null,,object_06b.png,object_09a.png,,,,,,,,,,
null,,black_cross(without_color)1,404706,,,,green,,,null,,object_06b.png,object_09a.png,,,,,,,,,,
null,,rt_plussign_withcolor1,405208,,,,green,,,null,,object_06b.png,object_09a.png,,,,,,,,,,
843.2999999970198,,rt_thecrossant_black1,406562,,,,black_plus_sign,,,50,,,,1,,,,,,,0.9615384615384616,,
null,,color_black1,406665,,,,black_plus_sign,,,null,,,,,,,,,,,,,
null,,learn_phase(without_color)1,410168,,,,black_plus_sign,,,null,,object_12b.png,object_07b.png,,,,,,,,,,
null,,black_cross(without_color)1,411219,,,,green,,,null,,object_12b.png,object_07b.png,,,,,,,,,,
null,,rt_plussign_withcolor1,411721,,,,green,,,null,,object_12b.png,object_07b.png,,,,,,,,,,
768.7999999970198,,rt_thecrossant_black1,412675,,,,black_plus_sign,,,50,,,,1,,,,,,,0.9629629629629629,,
null,,color_black1,412777,,,,black_plus_sign,,,null,,,,,,,,,,,,,
null,,learn_phase(without_color)1,416279,,,,black_plus_sign,,,null,,object_08a.png,object_06c.png,,,,,,,,,,
null,,black_cross(without_color)1,417159,,,,blue,,,null,,object_08a.png,object_06c.png,,,,,,,,,,
381.3999999910593,,rt_plussign_withcolor1,417661,,,,blue,,,49,,object_08a.png,object_06c.png,,,,,,,,,,
null,,rt_thecrossant_black1,418786,,,,black_plus_sign,,,null,,,,1,,,,,,,0.9642857142857143,,
null,,color_black1,418889,,,,black_plus_sign,,,null,,,,,,,,,,,,,
null,,learn_phase(without_color)1,422391,,,,black_plus_sign,,,null,,object_11b.png,object_14c.png,,,,,,,,,,
null,,black_cross(without_color)1,422839,,,,blue,,,null,,object_11b.png,object_14c.png,,,,,,,,,,
376.70000000298023,,rt_plussign_withcolor1,423341,,,,blue,,,49,,object_11b.png,object_14c.png,,,,,,,,,,
null,,rt_thecrossant_black1,424897,,,,black_plus_sign,,,null,,,,1,,,,,,,0.9655172413793104,,
null,,color_black1,424999,,,,black_plus_sign,,,null,,,,,,,,,,,,,
null,,learn_phase(without_color)1,428501,,,,black_plus_sign,,,null,,object_15a.png,object_04a.png,,,,,,,,,,
null,,black_cross(without_color)1,429262,,,,green,,,null,,object_15a.png,object_04a.png,,,,,,,,,,
null,,rt_plussign_withcolor1,429764,,,,green,,,null,,object_15a.png,object_04a.png,,,,,,,,,,
712.3999999910593,,rt_thecrossant_black1,431007,,,,black_plus_sign,,,50,,,,1,,,,,,,0.9666666666666667,,
null,,color_black1,431115,,,,black_plus_sign,,,null,,,,,,,,,,,,,
null,,thebreak,431218,,,,<p></p>,,,null,,,,,,,,,,,,,
1510,,intro_0,432729,,,,instruct,,,32,,,,,,,,,,,,,
3635.1000000089407,,directmemory_phase1,436365,,,,object_10c.png,,,49,,,,0,,object_03a.png,object_12c.png,object_05c.png,object_05c.png,,0,0,
1430.2000000029802,,directmemory_phase1,437797,,,,object_12a.png,,,50,,,,1,,object_14b.png,object_02c.png,object_13b.png,object_02c.png,,0.5,1,
1604.7999999970198,,directmemory_phase1,439404,,,,object_13a.png,,,51,,,,1,,object_10b.png,object_11a.png,object_03c.png,object_03c.png,,0.6666666666666666,1,
2388.6000000089407,,directmemory_phase1,441794,,,,object_13c.png,,,51,,,,1,,object_13b.png,object_10c.png,object_02b.png,object_02b.png,,0.75,1,
1023,,directmemory_phase1,442819,,,,object_05c.png,,,49,,,,1,,object_02a.png,object_11c.png,object_07b.png,object_02a.png,,0.8,1,
1837,,directmemory_phase1,444658,,,,object_01b.png,,,51,,,,1,,object_09c.png,object_04a.png,object_10b.png,object_10b.png,,0.8333333333333334,1,
483.09999999403954,,directmemory_phase1,445142,,,,object_08c.png,,,50,,,,0,,object_11a.png,object_01b.png,object_03a.png,object_11a.png,,0.7142857142857143,0,
1883.7000000029802,,directmemory_phase1,447027,,,,object_14b.png,,,50,,,,0,,object_08c.png,object_01b.png,object_02b.png,object_02b.png,,0.625,0,
763.1999999880791,,directmemory_phase1,447793,,,,object_07a.png,,,50,,,,0,,object_15a.png,object_03a.png,object_15c.png,object_15a.png,,0.5555555555555556,0,
815.6000000089407,,directmemory_phase1,448611,,,,object_04b.png,,,51,,,,1,,object_15a.png,object_13c.png,object_09c.png,object_09c.png,,0.6,1,
564.5999999940395,,directmemory_phase1,449177,,,,object_12b.png,,,50,,,,0,,object_09a.png,object_14a.png,object_07b.png,object_07b.png,,0.5454545454545454,0,
1479.5,,directmemory_phase1,450658,,,,object_08a.png,,,49,,,,0,,object_14b.png,object_06a.png,object_07c.png,object_07c.png,,0.5,0,1
null,,slowdown_page,460660,,,,too_quick,,,null,,,,,,,,,,,,,
null,,directmemory_phase1,475662,,,,object_01a.png,,,null,,,,0,,object_08c.png,object_07a.png,object_13b.png,object_13b.png,,0.46153846153846156,0,
null,,warning_page,480665,,,,warning,,,null,,,,,,,,,,,,,
null,,directmemory_phase1,495677,,,,object_05b.png,,,null,,,,0,,object_08c.png,object_04a.png,object_07b.png,object_07b.png,,0.42857142857142855,0,
null,,warning_page,500679,,,,warning,,,null,,,,,,,,,,,,,
null,,directmemory_phase1,515689,,,,object_15c.png,,,null,,,,0,,object_05a.png,object_02c.png,object_06a.png,object_02c.png,,0.4,0,
null,,html-keyboard-response,520691,,,,<h1 style=color: red; font-size: 50px>Please make sure to respond to the questions accurately.</h1><br><h1 style=color: red;font-size: 50px>Continued failure to respond will</h1><br><h1 style=color: red;font-size: 50px>result in the task ending early</h1><br><h1 style=color: red;font-size: 50px>The experiment will resume in 5 seconds</h1><br>,,,null,,,,,,,,,,,,,
