rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,failed_practice,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy,stimulus_middle,problems,smooth,distraction,strategies,easier,similar,comments
null,,black_cross(without_color)1,932408,,,,green,,,null,,object_06b.png,object_12c.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,932909,,,,green,,,null,,object_06b.png,object_12c.png,,,,,,,,,,,,,,,,,
1292.800000011921,,rt_thecrossant_black1,934335,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black1,934451,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,937954,,,,black_plus_sign,,,null,,object_15b.png,object_08c.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,938820,,,,green,,,null,,object_15b.png,object_08c.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,939322,,,,green,,,null,,object_15b.png,object_08c.png,,,,,,,,,,,,,,,,,
975.6000000238419,,rt_thecrossant_black1,940462,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black1,940565,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,944067,,,,black_plus_sign,,,null,,object_05c.png,object_05a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,944641,,,,green,,,null,,object_05c.png,object_05a.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,945142,,,,green,,,null,,object_05c.png,object_05a.png,,,,,,,,,,,,,,,,,
1486.800000011921,,rt_thecrossant_black1,946572,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black1,946674,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,950177,,,,black_plus_sign,,,null,,object_15c.png,object_07a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,950603,,,,green,,,null,,object_15c.png,object_07a.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,951105,,,,green,,,null,,object_15c.png,object_07a.png,,,,,,,,,,,,,,,,,
1133.2999999821186,,rt_thecrossant_black1,952683,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black1,952791,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,956294,,,,black_plus_sign,,,null,,object_15a.png,object_08a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,956949,,,,green,,,null,,object_15a.png,object_08a.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,957450,,,,green,,,null,,object_15a.png,object_08a.png,,,,,,,,,,,,,,,,,
943,,rt_thecrossant_black1,958811,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black1,958914,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,962418,,,,black_plus_sign,,,null,,object_13a.png,object_03b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,962869,,,,blue,,,null,,object_13a.png,object_03b.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,963370,,,,blue,,,null,,object_13a.png,object_03b.png,,,,,,,,,,,,,,,,,
1158.300000011921,,rt_thecrossant_black1,964924,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,
null,,color_black1,965027,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)1,968530,,,,black_plus_sign,,,null,,object_10c.png,object_12b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)1,969566,,,,green,,,null,,object_10c.png,object_12b.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor1,970068,,,,green,,,null,,object_10c.png,object_12b.png,,,,,,,,,,,,,,,,,
976,,rt_thecrossant_black1,971038,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black1,971140,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,thebreak,971244,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,
56746.70000001788,,intro_0,1027992,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
9689.40000000596,,directmemory_phase1,1037683,,,,object_10c.png,,,49,,,,1,,object_12b.png,object_13a.png,object_13b.png,object_12b.png,,1,1,,,,,,,,
12584.200000017881,,directmemory_phase1,1050270,,,,object_14c.png,,,51,,,,1,,object_08a.png,object_05b.png,object_11c.png,object_11c.png,,1,1,,,,,,,,
null,,directmemory_phase1,1065273,,,,object_15a.png,,,null,,,,0,,object_12c.png,object_15b.png,object_08a.png,object_08a.png,,0.6666666666666666,0,,,,,,,,
null,,warning_page,1070277,,,,warning,,,null,,,,,,,,,,,,,,,,,,,,
10866.5,,directmemory_phase1,1081161,,,,object_15b.png,,,50,,,,1,,object_10a.png,object_08c.png,object_01a.png,object_08c.png,,0.75,1,,,,,,,,
11417.100000023842,,directmemory_phase1,1092580,,,,object_09a.png,,,51,,,,0,,object_15b.png,object_14b.png,object_05c.png,object_14b.png,,0.6,0,,,,,,,,
8329,,directmemory_phase1,1100912,,,,object_05a.png,,,50,,,,0,,object_05c.png,object_04c.png,object_03b.png,object_05c.png,,0.5,0,,,,,,,,
9498.699999988079,,directmemory_phase1,1110415,,,,object_05b.png,,,49,,,,1,,object_02c.png,object_08c.png,object_05a.png,object_02c.png,,0.5714285714285714,1,,,,,,,,
9346.40000000596,,directmemory_phase1,1119763,,,,object_04b.png,,,50,,,,1,,object_03b.png,object_11b.png,object_02a.png,object_11b.png,,0.625,1,,,,,,,,
10237.200000017881,,directmemory_phase1,1130003,,,,object_08b.png,,,49,,,,1,,object_01a.png,object_11b.png,object_15b.png,object_01a.png,,0.6666666666666666,1,,,,,,,,
13552.699999988079,,directmemory_phase1,1143558,,,,object_13b.png,,,51,,,,1,,object_02c.png,object_06b.png,object_07b.png,object_07b.png,,0.7,1,,,,,,,,
null,,directmemory_phase1,1158562,,,,object_15c.png,,,null,,,,0,,object_05b.png,object_07a.png,object_12c.png,object_07a.png,,0.6363636363636364,0,,,,,,,,
null,,warning_page,1163565,,,,warning,,,null,,,,,,,,,,,,,,,,,,,,
12871.600000023842,,directmemory_phase1,1176446,,,,object_10a.png,,,50,,,,1,,object_13b.png,object_02a.png,object_08a.png,object_02a.png,,0.6666666666666666,1,,,,,,,,
9088.799999982119,,directmemory_phase1,1185537,,,,object_06b.png,,,51,,,,0,,object_05a.png,object_12c.png,object_07b.png,object_12c.png,,0.6153846153846154,0,,,,,,,,
12696.09999999404,,directmemory_phase1,1198235,,,,object_03c.png,,,50,,,,0,,object_08a.png,object_08b.png,object_04c.png,object_04c.png,,0.5714285714285714,0,,,,,,,,
8640.40000000596,,directmemory_phase1,1206878,,,,object_03b.png,,,51,,,,0,,object_04b.png,object_13a.png,object_04c.png,object_13a.png,,0.5333333333333333,0,,,,,,,,
null,,thebreak,1206981,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,
1616.5,,intro_0,1208598,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1212101,,,,black_plus_sign,,,null,,object_15a.png,object_08a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1212832,,,,green,,,null,,object_15a.png,object_08a.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1213333,,,,green,,,null,,object_15a.png,object_08a.png,,,,,,,,,,,,,,,,,
1476.9000000059605,,rt_thecrossant_black2,1214607,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black2,1214709,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1218211,,,,black_plus_sign,,,null,,object_14b.png,object_09a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1219099,,,,blue,,,null,,object_14b.png,object_09a.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1219600,,,,blue,,,null,,object_14b.png,object_09a.png,,,,,,,,,,,,,,,,,
1184.300000011921,,rt_thecrossant_black2,1220717,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,
null,,color_black2,1220820,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1224323,,,,black_plus_sign,,,null,,object_03c.png,object_04c.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1225003,,,,green,,,null,,object_03c.png,object_04c.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1225504,,,,green,,,null,,object_03c.png,object_04c.png,,,,,,,,,,,,,,,,,
1169.7000000178814,,rt_thecrossant_black2,1226828,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black2,1226930,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1230432,,,,black_plus_sign,,,null,,object_10c.png,object_12b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1230914,,,,green,,,null,,object_10c.png,object_12b.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1231417,,,,green,,,null,,object_10c.png,object_12b.png,,,,,,,,,,,,,,,,,
967.9000000059605,,rt_thecrossant_black2,1232941,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black2,1233044,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1236546,,,,black_plus_sign,,,null,,object_08c.png,object_15b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1237503,,,,blue,,,null,,object_08c.png,object_15b.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1238005,,,,blue,,,null,,object_08c.png,object_15b.png,,,,,,,,,,,,,,,,,
1136.5999999940395,,rt_thecrossant_black2,1239053,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,
null,,color_black2,1239156,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1242658,,,,black_plus_sign,,,null,,object_06b.png,object_12c.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1243719,,,,green,,,null,,object_06b.png,object_12c.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1244222,,,,green,,,null,,object_06b.png,object_12c.png,,,,,,,,,,,,,,,,,
1165.2999999821186,,rt_thecrossant_black2,1245164,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black2,1245267,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1248769,,,,black_plus_sign,,,null,,object_15c.png,object_07a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1249408,,,,blue,,,null,,object_15c.png,object_07a.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1249910,,,,blue,,,null,,object_15c.png,object_07a.png,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black2,1251275,,,,black_plus_sign,,,null,,,,,,,,,,,1,,,,,,,,,
null,,color_black2,1251382,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1254885,,,,black_plus_sign,,,null,,object_11b.png,object_04b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1255962,,,,blue,,,null,,object_11b.png,object_04b.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1256464,,,,blue,,,null,,object_11b.png,object_04b.png,,,,,,,,,,,,,,,,,
1046.5,,rt_thecrossant_black2,1257392,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,
null,,color_black2,1257494,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1260997,,,,black_plus_sign,,,null,,object_05c.png,object_05a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1261541,,,,green,,,null,,object_05c.png,object_05a.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1262054,,,,green,,,null,,object_05c.png,object_05a.png,,,,,,,,,,,,,,,,,
1294.3999999761581,,rt_thecrossant_black2,1263516,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black2,1263619,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1267123,,,,black_plus_sign,,,null,,object_07b.png,object_13b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1267738,,,,green,,,null,,object_07b.png,object_13b.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1268239,,,,green,,,null,,object_07b.png,object_13b.png,,,,,,,,,,,,,,,,,
888.5,,rt_thecrossant_black2,1269629,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black2,1269731,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1273233,,,,black_plus_sign,,,null,,object_14c.png,object_11c.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1273861,,,,blue,,,null,,object_14c.png,object_11c.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1274364,,,,blue,,,null,,object_14c.png,object_11c.png,,,,,,,,,,,,,,,,,
897.4000000059605,,rt_thecrossant_black2,1275742,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,
null,,color_black2,1275844,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1279346,,,,black_plus_sign,,,null,,object_03b.png,object_13a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1280129,,,,green,,,null,,object_03b.png,object_13a.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1280630,,,,green,,,null,,object_03b.png,object_13a.png,,,,,,,,,,,,,,,,,
912,,rt_thecrossant_black2,1281853,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black2,1281956,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1285458,,,,black_plus_sign,,,null,,object_08b.png,object_01a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1286107,,,,blue,,,null,,object_08b.png,object_01a.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1286608,,,,blue,,,null,,object_08b.png,object_01a.png,,,,,,,,,,,,,,,,,
1503.7999999821186,,rt_thecrossant_black2,1287965,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,
null,,color_black2,1288068,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1291572,,,,black_plus_sign,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1292091,,,,green,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1292606,,,,green,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
1243.5999999940395,,rt_thecrossant_black2,1294095,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black2,1294198,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)2,1297701,,,,black_plus_sign,,,null,,object_02a.png,object_10a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)2,1298501,,,,green,,,null,,object_02a.png,object_10a.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor2,1299004,,,,green,,,null,,object_02a.png,object_10a.png,,,,,,,,,,,,,,,,,
699.9000000059605,,rt_thecrossant_black2,1300223,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black2,1300325,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,thebreak,1300429,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,
31144.19999998808,,intro_0,1331574,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
4934.0999999940395,,directmemory_phase2,1336510,,,,object_09a.png,,,49,,,,1,,object_14b.png,object_13a.png,object_04b.png,object_14b.png,,0.5625,1,,,,,,,,
5054,,directmemory_phase2,1341566,,,,object_15b.png,,,50,,,,1,,object_15a.png,object_08c.png,object_05c.png,object_08c.png,,0.5882352941176471,1,,,,,,,,
4408.799999982119,,directmemory_phase2,1345977,,,,object_03b.png,,,51,,,,1,,object_07b.png,object_09a.png,object_13a.png,object_13a.png,,0.6111111111111112,1,,,,,,,,
7185.0999999940395,,directmemory_phase2,1353164,,,,object_13b.png,,,50,,,,1,,object_03b.png,object_07b.png,object_08c.png,object_07b.png,,0.631578947368421,1,,,,,,,,
6869.200000017881,,directmemory_phase2,1360036,,,,object_10c.png,,,51,,,,1,,object_02a.png,object_15b.png,object_12b.png,object_12b.png,,0.65,1,,,,,,,,
5358.4000000059605,,directmemory_phase2,1365396,,,,object_06b.png,,,51,,,,1,,object_02a.png,object_15a.png,object_12c.png,object_12c.png,,0.6666666666666666,1,,,,,,,,
7043.9000000059605,,directmemory_phase2,1372442,,,,object_15c.png,,,50,,,,1,,object_06b.png,object_07a.png,object_13a.png,object_07a.png,,0.6818181818181818,1,,,,,,,,
8294.59999999404,,directmemory_phase2,1380738,,,,object_05b.png,,,49,,,,1,,object_02c.png,object_07b.png,object_15c.png,object_02c.png,,0.6956521739130435,1,,,,,,,,
2641.0999999940395,,directmemory_phase2,1383381,,,,object_03c.png,,,50,,,,1,,object_05b.png,object_04c.png,object_13a.png,object_04c.png,,0.7083333333333334,1,,,,,,,,
11383.90000000596,,directmemory_phase2,1394767,,,,object_05a.png,,,49,,,,1,,object_05c.png,object_07b.png,object_09a.png,object_05c.png,,0.72,1,,,,,,,,
2851.5999999940395,,directmemory_phase2,1397621,,,,object_15a.png,,,50,,,,1,,object_03c.png,object_08a.png,object_01a.png,object_08a.png,,0.7307692307692307,1,,,,,,,,
5951.0999999940395,,directmemory_phase2,1403574,,,,object_10a.png,,,50,,,,1,,object_05a.png,object_02a.png,object_05c.png,object_02a.png,,0.7407407407407407,1,,,,,,,,
4672.699999988079,,directmemory_phase2,1408250,,,,object_08b.png,,,50,,,,1,,object_05b.png,object_01a.png,object_04c.png,object_01a.png,,0.75,1,,,,,,,,
6893.9000000059605,,directmemory_phase2,1415146,,,,object_04b.png,,,50,,,,1,,object_09a.png,object_11b.png,object_04c.png,object_11b.png,,0.7586206896551724,1,,,,,,,,
2494.2000000178814,,directmemory_phase2,1417642,,,,object_14c.png,,,49,,,,1,,object_11c.png,object_12c.png,object_04b.png,object_11c.png,,0.7666666666666667,1,,,,,,,,
null,,thebreak,1417745,,,,<p></p>,,,null,,,,,,,,,,,,,,,,,,,,
1777.300000011921,,intro_0,1419524,,,,instruct,,,32,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,1423026,,,,black_plus_sign,,,null,,object_15c.png,object_07a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,1423709,,,,green,,,null,,object_15c.png,object_07a.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,1424211,,,,green,,,null,,object_15c.png,object_07a.png,,,,,,,,,,,,,,,,,
1633,,rt_thecrossant_black3,1425533,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black3,1425635,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,1429138,,,,black_plus_sign,,,null,,object_01a.png,object_08b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,1430191,,,,green,,,null,,object_01a.png,object_08b.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,1430693,,,,green,,,null,,object_01a.png,object_08b.png,,,,,,,,,,,,,,,,,
1522.199999988079,,rt_thecrossant_black3,1431646,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black3,1431749,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,1435253,,,,black_plus_sign,,,null,,object_10c.png,object_12b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,1436253,,,,green,,,null,,object_10c.png,object_12b.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,1436755,,,,green,,,null,,object_10c.png,object_12b.png,,,,,,,,,,,,,,,,,
1491.4000000059605,,rt_thecrossant_black3,1437760,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black3,1437862,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,1441364,,,,black_plus_sign,,,null,,object_08c.png,object_15b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,1442109,,,,green,,,null,,object_08c.png,object_15b.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,1442612,,,,green,,,null,,object_08c.png,object_15b.png,,,,,,,,,,,,,,,,,
1255.4000000059605,,rt_thecrossant_black3,1443884,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black3,1443996,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,1447498,,,,black_plus_sign,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,1448424,,,,green,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,1448927,,,,green,,,null,,object_02c.png,object_05b.png,,,,,,,,,,,,,,,,,
1016.4000000059605,,rt_thecrossant_black3,1450005,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black3,1450108,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,1453611,,,,black_plus_sign,,,null,,object_10a.png,object_02a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,1454121,,,,green,,,null,,object_10a.png,object_02a.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,1454623,,,,green,,,null,,object_10a.png,object_02a.png,,,,,,,,,,,,,,,,,
1177.4000000059605,,rt_thecrossant_black3,1456117,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black3,1456219,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,1459722,,,,black_plus_sign,,,null,,object_08a.png,object_15a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,1460675,,,,green,,,null,,object_08a.png,object_15a.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,1461177,,,,green,,,null,,object_08a.png,object_15a.png,,,,,,,,,,,,,,,,,
739.8000000119209,,rt_thecrossant_black3,1462230,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black3,1462335,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,1465839,,,,black_plus_sign,,,null,,object_13a.png,object_03b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,1466736,,,,green,,,null,,object_13a.png,object_03b.png,,,,,,,,,,,,,,,,,
477,,rt_plussign_withcolor3,1467238,,,,green,,,50,,object_13a.png,object_03b.png,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black3,1468347,,,,black_plus_sign,,,null,,,,1,,,,,,,1,,,,,,,,,
null,,color_black3,1468449,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,1471952,,,,black_plus_sign,,,null,,object_05c.png,object_05a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,1472674,,,,green,,,null,,object_05c.png,object_05a.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,1473176,,,,green,,,null,,object_05c.png,object_05a.png,,,,,,,,,,,,,,,,,
1214.7999999821186,,rt_thecrossant_black3,1474458,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black3,1474561,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,1478066,,,,black_plus_sign,,,null,,object_07b.png,object_13b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,1478559,,,,blue,,,null,,object_07b.png,object_13b.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,1479061,,,,blue,,,null,,object_07b.png,object_13b.png,,,,,,,,,,,,,,,,,
987,,rt_thecrossant_black3,1480575,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,
null,,color_black3,1480689,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,1484191,,,,black_plus_sign,,,null,,object_11c.png,object_14c.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,1485010,,,,green,,,null,,object_11c.png,object_14c.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,1485512,,,,green,,,null,,object_11c.png,object_14c.png,,,,,,,,,,,,,,,,,
689.7999999821186,,rt_thecrossant_black3,1486698,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black3,1486801,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,1490303,,,,black_plus_sign,,,null,,object_11b.png,object_04b.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,1490876,,,,blue,,,null,,object_11b.png,object_04b.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,1491378,,,,blue,,,null,,object_11b.png,object_04b.png,,,,,,,,,,,,,,,,,
1040.6000000238419,,rt_thecrossant_black3,1492809,,,,black_plus_sign,,,49,,,,1,,,,,,,1,,,,,,,,,
null,,color_black3,1492911,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,1496414,,,,black_plus_sign,,,null,,object_14b.png,object_09a.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,1496917,,,,green,,,null,,object_14b.png,object_09a.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,1497419,,,,green,,,null,,object_14b.png,object_09a.png,,,,,,,,,,,,,,,,,
799,,rt_thecrossant_black3,1498921,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black3,1499023,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,1502526,,,,black_plus_sign,,,null,,object_04c.png,object_03c.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,1503487,,,,green,,,null,,object_04c.png,object_03c.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,1503989,,,,green,,,null,,object_04c.png,object_03c.png,,,,,,,,,,,,,,,,,
937.5,,rt_thecrossant_black3,1505033,,,,black_plus_sign,,,50,,,,1,,,,,,,1,,,,,,,,,
null,,color_black3,1505145,,,,black_plus_sign,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color)3,1508649,,,,black_plus_sign,,,null,,object_06b.png,object_12c.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color)3,1509260,,,,green,,,null,,object_06b.png,object_12c.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor3,1509763,,,,green,,,null,,object_06b.png,object_12c.png,,,,,,,,,,,,,,,,,
